Opportunity ID,Opportunity Owner,Account Name,Entered Pipeline Date,Close Date,Billing State/Province,Solutions Consultant,ICP,# of Contacts,Blended ARR*,Year 1 Platform Fee,Year 2 Platform Fee,Year 3 Platform Fee,ERP System,Age,Stage Duration,TCV,Stage Before Closed,Created Date,Homes per Year,Loss/DQ Reason,Target Account,Stage,Confidence
0068c00000ym4Vs,Carissa Anderson,Riverwood Homes - Arkansas,11/15/2024,3/6/2025,Arkansas,Michael Miller,Yes,5,171667,130000,175000,210000,Constellation - NewStar,449,114,515000,Negotiation/Review,12/13/2023,300,,1,Closed Won,Closed
0068c00000xMB6U,Jared Rogers,Kiella Homebuilders,9/1/2023,10/18/2023,Texas,Michael Miller,Yes,1,131250,100000,125000,150000,Brix,47,619,550000,Decision,9/1/2023,,,0,Closed Won,Closed
0068c00000xM3tF,Jared Rogers,Highland Homes Inc,8/25/2023,9/5/2023,Texas,Michael Miller,Yes,1,1000000,750000,1850000,,Brix,11,661,2600000,Decision,8/25/2023,3400,,0,Closed Won,Closed
0068c00000ovSEG,Jared Rogers,Highland Homes Inc,10/17/2022,4/27/2023,Texas,Michael Miller,Yes,2,400000,400000,,,Brix,381,792,400000,Decision,4/11/2022,3400,,0,Closed Won,Closed
006Rj00000LEfDm,Sam Nichols,Thrive Companies,4/29/2025,6/27/2025,Ohio,,Yes,,150000,150000,150000,150000,,65,1,450000,Discover,4/23/2025,,No Budget / Lost Funding,0,Closed Lost,Pipeline
006Rj00000EEPUj,Carissa Anderson,Kinghaus- KP Confidentcia LLC,10/18/2024,4/3/2025,Florida,,Yes,1,266667,200000,250000,350000,,182,86,800000,Developing Champions,10/3/2024,,Bad Timing,0,Closed Lost,Pipeline
006Rj00000DUfRF,Jack Alla,Winchester Carlisle,10/3/2024,11/21/2024,Texas,,Yes,1,366667,200000,400000,500000,,69,219,1100000,Developing Champions,9/13/2024,,No Budget / Lost Funding,1,Closed Lost,Pipeline
006Rj00000BJoVp,Sophia Jackson,Arden Homes,8/14/2024,1/27/2025,North Carolina,,Yes,4,133333,100000,125000,175000,BuilderMT,199,152,400000,ROI Analysis/Pricing,7/12/2024,,ERP Integration,1,Closed Lost,Pipeline
0068c00000uIKAK,Anthony Dimaggio,,,4/13/2023,,,Unknown,0,0,,,,,172,807,0,Prospect,10/24/2022,,No Decision / Non-Responsive,0,Closed Lost,Pipeline
006Rj00000LGr7W,Sophia Jackson,Hamlet Homes,4/24/2025,5/28/2025,Utah,Anthony Zuefeldt,Yes,1,100000,100000,100000,100000,Constellation,34,31,300000,Developing Champions,4/24/2025,175,Don't See Value,1,Closed Lost,Pipeline
006Rj00000LGp2T,Sophia Jackson,Touchstone Living,4/24/2025,5/8/2025,Nevada,Anthony Zuefeldt,No,9,400000,400000,400000,400000,Constellation - NewStar,14,51,1200000,Discover,4/24/2025,500,Don't See Value,0,Closed Lost,Pipeline
006Rj00000Jd3Hd,Sam Nichols,OLO Builders,3/17/2025,6/9/2025,Utah,Anthony Zuefeldt,Yes,3,303333,210000,350000,350000,BuilderTrend,94,19,910000,Developing Champions,3/7/2025,,Bad Timing,1,Closed Lost,Pipeline
006Rj00000JcxQl,Jack Alla,Schneider Custom Homes,3/7/2025,6/5/2025,Nebraska,Anthony Zuefeldt,No,3,113333,100000,115000,125000,BuilderTrend,90,23,340000,Discover,3/7/2025,99,No Decision / Non-Responsive,0,Closed Lost,Pipeline
006Rj00000GWIQP,Anthony Dimaggio,Fieldstone Homes,12/13/2024,3/4/2025,Utah,Anthony Zuefeldt,Yes,1,150000,150000,150000,150000,BuilderTrend,81,116,450000,Discover,12/13/2024,275,Bad Timing,0,Closed Lost,Pipeline
006Rj00000FdXd2,Carissa Anderson,BOA Builders,11/15/2024,12/5/2024,Colorado,Anthony Zuefeldt,Yes,1,101667,80000,100000,125000,MarkSystems,20,205,305000,Discover,11/15/2024,,Don't See Value,0,Closed Lost,Pipeline
006Rj00000Ei81q,Anthony Dimaggio,Trico Homes,10/18/2024,2/21/2025,Alberta,Anthony Zuefeldt,Yes,75,575000,325000,550000,850000,Home-grown System,126,127,1725000,Discover,10/18/2024,,Bad Timing,1,Closed Lost,Pipeline
006Rj00000Attiu,Carissa Anderson,Abrazo Homes,11/21/2024,12/20/2024,New Mexico,Anthony Zuefeldt,Yes,36,150000,125000,150000,175000,MarkSystems,172,190,450000,Discover,7/1/2024,210,No Decision / Non-Responsive,0,Closed Lost,Pipeline
006Rj00000AORPV,Sam Nichols,OLO Builders,6/18/2024,9/20/2024,Utah,Anthony Zuefeldt,Yes,1,233333,150000,250000,300000,BuilderTrend,94,281,700000,Developing Champions,6/18/2024,,Don't See Value,1,Closed Lost,Pipeline
006Rj000009lqHJ,Carissa Anderson,Porch Swing Homes,5/31/2024,11/15/2024,Florida,Anthony Zuefeldt,Yes,1,121667,100000,125000,140000,BuilderMT,168,225,365000,Discover,5/31/2024,,Bad Timing,0,Closed Lost,Pipeline
006Rj0000098a9B,Carissa Anderson,AR Homes by Arthur Rutenberg,8/14/2024,1/17/2025,Florida,Anthony Zuefeldt,Yes,1,166667,500000,0,0,Home-grown System,248,162,500000,ROI Analysis/Pricing,5/14/2024,,No Decision / Non-Responsive,1,Closed Lost,Pipeline
006Rj000008gILi,Carissa Anderson,Integrity Homes,5/1/2024,4/3/2025,Colorado,Anthony Zuefeldt,Yes,1,141667,100000,125000,200000,,337,86,425000,Developing Champions,5/1/2024,,No Decision / Non-Responsive,1,Closed Lost,Pipeline
006Rj000006dA5h,Sam Nichols,Hamlet Homes,3/3/2024,6/21/2024,Utah,Anthony Zuefeldt,Yes,1,132000,132000,132000,132000,Constellation,110,372,396000,Discover,3/3/2024,175,No Budget / Lost Funding,1,Closed Lost,Pipeline
006Rj000005WOAq,Carissa Anderson,Baessler Homes,6/21/2024,6/25/2024,Colorado,Anthony Zuefeldt,Yes,3,150000,100000,150000,200000,MarkSystems,145,368,450000,Discover,2/1/2024,,Don't See Value,0,Closed Lost,Pipeline
006Rj000005Fsus,Kate Walker,A+ Construction & Remodeling,1/26/2024,3/22/2024,California,Anthony Zuefeldt,Yes,1,120000,120000,120000,120000,Home-grown System,56,463,360000,Decision,1/26/2024,,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000ym62L,Anthony Dimaggio,Fieldstone Homes,12/15/2023,10/18/2024,Utah,Anthony Zuefeldt,Yes,2,382500,285000,375000,435000,BuilderTrend,308,253,1530000,Negotiation/Review,12/15/2023,275,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000ylmv9,Kate Walker,Noyes Development Co,11/29/2023,1/26/2024,Oregon,Anthony Zuefeldt,Yes,1,100000,100000,100000,100000,,58,519,300000,Decision,11/29/2023,,Don't See Value,0,Closed Lost,Pipeline
0068c00000yliQh,Anthony Dimaggio,Pacific Lifestyle Homes,8/14/2024,4/14/2025,Washington,Anthony Zuefeldt,Yes,7,566817,275000,545000,880450,Constellation - NewStar,508,75,1700450,Developing Champions,11/23/2023,450,Bad Timing,1,Closed Lost,Pipeline
0068c00000yks6U,Kate Walker,Kartchner Homes,2/1/2024,3/3/2024,Utah,Anthony Zuefeldt,Yes,1,120000,120000,120000,120000,BuilderTrend,131,482,360000,Discover,10/24/2023,150,ERP Integration,1,Closed Lost,Pipeline
0068c00000xMxet,Kate Walker,Richfield Homes,9/29/2023,11/7/2023,Colorado,Anthony Zuefeldt,No,1,204167,70000,192500,350000,MarkSystems,39,599,612500,Discover,9/29/2023,150,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000xMx3R,Kate Walker,De Young Properties,9/28/2023,11/27/2023,California,Anthony Zuefeldt,Yes,1,105000,36000,99000,180000,BuilderMT,60,579,315000,Discover,9/28/2023,,Don't See Value,0,Closed Lost,Pipeline
0068c00000wTAy6,Kate Walker,New Peak Homes,6/1/2023,10/31/2023,Wyoming,Anthony Zuefeldt,Yes,0,26943,22480,26050,32300,,166,603,80830,Developing Champions,5/18/2023,,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000wSp5o,Kate Walker,View Homes,,9/28/2023,Colorado,Anthony Zuefeldt,Unqualified,0,533333,200000,500000,900000,JD Edwards,140,639,1675000,Prospect,5/11/2023,1500,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000wSnZp,Kate Walker,Visionary Homes,5/10/2023,4/12/2024,Utah,Anthony Zuefeldt,Yes,3,733333,600000,800000,800000,Homebuilder One,338,442,2200000,Discover,5/10/2023,700,ERP Integration,1,Closed Lost,Pipeline
0068c00000wSnQd,Kate Walker,Meritage Homes,5/18/2023,8/16/2023,Arizona,Anthony Zuefeldt,Yes,0,245000,84000,231000,420000,JD Edwards,98,682,735000,Discover,5/10/2023,12000,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000wSkYj,Kate Walker,McCall Homes,5/10/2023,9/27/2023,Montana,Anthony Zuefeldt,Yes,0,80200,52100,71500,98600,,141,640,370800,Developing Champions,5/9/2023,120,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000vTIC9,Jared Rogers,Massengill Design Build,3/2/2023,6/16/2023,Nevada,Anthony Zuefeldt,Yes,1,81667,50000,75000,120000,,112,743,295000,Developing Champions,2/24/2023,,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000uiuAP,Kate Walker,John Balfanz Homes,12/16/2022,6/1/2023,California,Anthony Zuefeldt,Yes,0,163333,56000,154000,280000,,167,758,490000,Prospect,12/16/2022,350,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000uXbAH,Kate Walker,Vantage Homes,6/28/2023,8/15/2023,Colorado,Anthony Zuefeldt,Yes,0,132300,45360,124740,226800,MarkSystems,55,683,396900,Discover,6/21/2023,192,Don't See Value,1,Closed Lost,Pipeline
0068c00000t5WEe,Kevin Brandon,Garbett Homes,,8/29/2022,Utah,Anthony Zuefeldt,Yes,0,0,,,,,0,1034,0,Prospect,8/29/2022,300,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000rTzE5,Kevin Brandon,Thomas James Homes,7/28/2022,8/29/2022,California,Anthony Zuefeldt,Yes,0,0,,,,,32,1034,0,Developing Champions,7/28/2022,70,No Decision / Non-Responsive,0,Closed Lost,Pipeline
0068c00000rSmSK,Kevin Brandon,Blue Heron,6/29/2022,8/26/2022,Nevada,Anthony Zuefeldt,Yes,0,0,,,,,73,1037,0,Developing Champions,6/14/2022,200,Disqualified - Custom,0,Closed Lost,Pipeline
0068c00000ovSGY,Jared Rogers,Taylor Morrison,4/29/2022,2/24/2023,Arizona,Anthony Zuefeldt,Yes,2,266667,100000,200000,500000,Newstar Constallation w/ Hyphen BuildPro,319,758,850000,Developing Champions,4/11/2022,13000,No Budget / Lost Funding,0,Closed Lost,Pipeline
0068c00000ovSGX,Kate Walker,Pahlisch Homes,,5/10/2023,Oregon,Anthony Zuefeldt,Yes,0,0,,,,Homebuilder One,394,780,0,Discover,4/11/2022,700,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovSGB,Kevin Brandon,Garbett Homes,,5/30/2022,Utah,Anthony Zuefeldt,Yes,0,0,,,,,49,1037,0,Prospect,4/11/2022,300,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovSG5,Jared Rogers,Homebound,4/8/2023,8/25/2023,California,Anthony Zuefeldt,Yes,0,183333,100000,150000,300000,,501,673,550000,Developing Champions,4/11/2022,,ERP Integration,0,Closed Lost,Pipeline
0068c00000ovSFr,Kevin Brandon,Pacific Lifestyle Homes,,5/16/2022,Washington,Anthony Zuefeldt,Yes,0,0,,,,Constellation - NewStar,35,1139,0,On Hold,4/11/2022,450,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovSEO,Kate Walker,Century Communities,10/25/2022,5/25/2023,Colorado,Anthony Zuefeldt,Yes,0,223333,50000,120000,500000,Newstar Constallation w/ Hyphen BuildPro,409,765,670000,Discover,4/11/2022,10000,Disqualified - Other,0,Closed Lost,Pipeline
0068c00000ovSEC,Kevin Brandon,Thrive Home Builders,,5/10/2022,Colorado,Anthony Zuefeldt,Yes,0,0,,,,,29,1145,0,Decision,4/11/2022,250,ERP Integration,0,Closed Lost,Pipeline
0068c00000ovQ3y,Kevin Brandon,Visionary Homes,,3/7/2023,Utah,Anthony Zuefeldt,Yes,0,0,,,,Homebuilder One,333,844,0,Discover,4/8/2022,700,No Decision / Non-Responsive,1,Closed Lost,Pipeline
0068c00000ovQ3P,Anthony Dimaggio,Creative Homes,,4/13/2023,Minnesota,Anthony Zuefeldt,Yes,0,0,,,,Brix,370,807,0,Prospect,4/8/2022,250,No Decision / Non-Responsive,0,Closed Lost,Pipeline
